1,  121 141 247 56 207 58 209 20 200 174 46 26 94 40 182 92
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,  247 80 27 18 145 86 130 233 156 212 247 171 92 234 85 224
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
